candidate_id,job_id,cosine_sim,skill_overlap,exp_match,label
3375,6,0.41240572929382324,0.16666666666666666,0,0
3031,6,0.47974932193756104,0.3333333333333333,1,0
2548,6,0.3463071584701538,0.16666666666666666,0,0
2707,6,0.5409351587295532,0.5,0,0
3683,6,0.4643559753894806,0.16666666666666666,1,0
3045,6,0.6031255125999451,0.16666666666666666,1,0
3706,6,0.41666117310523987,0.3333333333333333,0,0
3879,6,0.3225771188735962,0.16666666666666666,1,0
3951,6,0.40991100668907166,0.16666666666666666,0,0
1911,6,0.3997110426425934,0.0,1,0
579,6,0.403550386428833,0.16666666666666666,1,0
4360,6,0.45378392934799194,0.16666666666666666,1,0
817,7,0.4568379521369934,0.2,1,0
4301,7,0.461125910282135,0.2,1,0
2825,7,0.23007139563560486,0.2,0,0
1862,7,0.24725179374217987,0.0,1,0
4685,7,0.31375598907470703,0.0,1,0
1772,7,0.38109132647514343,0.2,0,0
1579,7,0.33278217911720276,0.0,1,0
3391,7,0.3901730477809906,0.4,0,0
3759,7,0.35026630759239197,0.2,0,0
593,7,0.5747427940368652,0.4,1,1
4819,7,0.5241278409957886,0.2,1,0
4679,7,0.5285330414772034,0.2,1,0
3817,7,0.4662793278694153,0.6,0,0
3558,7,0.3677062392234802,0.2,0,0
4292,7,0.48752275109291077,0.2,1,0
3812,7,0.43571794033050537,0.4,1,0
3452,7,0.3934670388698578,0.2,1,0
3882,7,0.4130600690841675,0.2,1,0
2627,7,0.5966161489486694,0.8,1,1
2426,7,0.37330907583236694,0.4,1,0
1396,7,0.5333014726638794,0.6,1,1
3995,7,0.47811073064804077,0.4,1,0
3904,7,0.4659179449081421,0.0,0,0
119,7,0.24489034712314606,0.0,1,0
3539,7,0.4353983998298645,0.0,1,0
625,7,0.25968319177627563,0.2,0,0
3273,7,0.443459153175354,0.0,1,0
3797,7,0.4181780517101288,0.0,1,0
2845,7,0.708706259727478,0.6,1,1
3690,7,0.3641815781593323,0.2,1,0
4152,8,0.5180957317352295,0.0,1,0
3364,8,0.530585765838623,0.3333333333333333,1,0
233,8,0.43416839838027954,0.16666666666666666,1,0
2129,8,0.5330986976623535,0.3333333333333333,1,0
4286,8,0.6165220737457275,0.16666666666666666,0,0
4412,8,0.5490885972976685,0.16666666666666666,0,0
3774,8,0.5573286414146423,0.5,1,1
3821,8,0.4922318756580353,0.0,1,0
2627,8,0.5148411393165588,0.3333333333333333,1,0
926,8,0.5835861563682556,0.16666666666666666,0,0
1440,8,0.6439017057418823,0.16666666666666666,1,0
665,8,0.5170935988426208,0.3333333333333333,1,0
4465,8,0.5373802185058594,0.3333333333333333,0,0
2016,8,0.5137073993682861,0.5,1,1
2026,8,0.5360555052757263,0.16666666666666666,1,0
3351,8,0.5428804159164429,0.0,1,0
4157,8,0.5869952440261841,0.5,1,0
4838,8,0.45701268315315247,0.0,0,0
3009,8,0.46666017174720764,0.3333333333333333,1,0
1179,8,0.6109094023704529,0.16666666666666666,0,0
2691,8,0.6066531538963318,0.16666666666666666,0,0
765,8,0.5186294317245483,0.16666666666666666,1,0
4116,8,0.5173417329788208,0.16666666666666666,1,0
3047,8,0.4834441542625427,0.16666666666666666,1,0
2683,8,0.5037356019020081,0.16666666666666666,0,0
743,8,0.5839620232582092,0.0,1,0
4915,8,0.5126707553863525,0.16666666666666666,0,0
2007,8,0.5152260065078735,0.0,0,0
1749,8,0.6074529886245728,0.0,1,0
184,8,0.4924182891845703,0.3333333333333333,0,0
3705,9,0.7488728165626526,0.16666666666666666,1,0
317,9,0.6137431263923645,0.6666666666666666,1,1
3688,9,0.43918055295944214,0.16666666666666666,0,0
1941,9,0.5308873653411865,0.0,0,0
2059,9,0.5104064345359802,0.0,1,0
2022,9,0.6485581994056702,0.16666666666666666,1,0
2496,9,0.5088551640510559,0.0,0,0
402,9,0.740820050239563,0.3333333333333333,1,0
950,9,0.5737946033477783,0.5,0,0
880,9,0.4694250524044037,0.16666666666666666,0,0
703,9,0.44507455825805664,0.16666666666666666,1,0
1680,9,0.650261640548706,0.16666666666666666,1,0
2982,9,0.619403600692749,0.16666666666666666,0,0
2745,9,0.602458119392395,0.3333333333333333,1,0
1514,9,0.5879573822021484,0.3333333333333333,0,0
4067,9,0.7539019584655762,0.3333333333333333,1,0
4707,9,0.6629388332366943,0.6666666666666666,0,0
1373,9,0.5569434762001038,0.16666666666666666,0,0
2751,9,0.5113726854324341,0.0,0,0
1693,9,0.7366810441017151,0.5,0,0
3541,9,0.6280988454818726,0.0,0,0
2012,9,0.4541051387786865,0.0,0,0
1933,9,0.5442801713943481,0.16666666666666666,1,0
1863,9,0.805479109287262,0.5,1,1
1389,9,0.5669010877609253,0.3333333333333333,0,0
3589,9,0.5886644124984741,0.5,0,0
1791,9,0.5445885062217712,0.0,0,0
2484,9,0.5353792309761047,0.0,0,0
2388,9,0.446723997592926,0.16666666666666666,1,0
2770,9,0.5153576135635376,0.5,0,0
4822,10,0.48973867297172546,0.0,1,0
1882,10,0.6874663233757019,0.0,1,0
3717,10,0.5830521583557129,0.2,0,0
4574,10,0.668579638004303,0.2,0,0
3958,10,0.6445308327674866,0.0,0,0
668,10,0.5909824967384338,0.2,0,0
3130,10,0.5417879223823547,0.2,1,0
178,10,0.48422521352767944,0.0,1,0
3519,10,0.5768882632255554,0.4,1,1
1983,10,0.5111908912658691,0.2,0,0
447,10,0.6862186789512634,0.4,0,0
1437,10,0.4865458607673645,0.0,1,0
2228,10,0.597923219203949,0.0,0,0
4845,10,0.536227822303772,0.2,0,0
2518,10,0.6908261775970459,0.4,1,0
4626,10,0.5117071866989136,0.2,1,0
2003,10,0.5443835854530334,0.0,1,0
2709,10,0.5828737020492554,0.2,0,0
2213,10,0.5877096056938171,0.4,0,0
3629,10,0.6773765087127686,0.6,1,1
3251,10,0.5037723779678345,0.0,1,0
3586,10,0.5930972099304199,0.2,1,0
4582,10,0.5872994661331177,0.2,0,0
3367,10,0.6953502893447876,0.2,1,0
4651,10,0.5019011497497559,0.0,1,0
1269,10,0.6532895565032959,0.4,1,1
4308,10,0.5586662292480469,0.2,0,0
1533,10,0.5910879373550415,0.2,0,0
3660,10,0.5713828802108765,0.4,1,0
4680,10,0.7648977041244507,0.2,0,0
215,11,0.5197747945785522,0.5,1,0
3967,11,0.7219938635826111,0.3333333333333333,0,0
3054,11,0.7611219882965088,0.16666666666666666,1,0
1211,11,0.674180269241333,0.5,1,0
3196,11,0.5140925645828247,0.16666666666666666,1,0
3994,11,0.5540576577186584,0.0,1,0
1603,11,0.6961740851402283,0.16666666666666666,1,0
4711,11,0.5668164491653442,0.3333333333333333,1,0
1611,11,0.5453592538833618,0.16666666666666666,0,0
4172,11,0.6647265553474426,0.16666666666666666,0,0
4650,11,0.7062140703201294,0.3333333333333333,0,0
2798,11,0.5980337858200073,0.3333333333333333,1,0
3534,11,0.7510356903076172,0.6666666666666666,0,0
776,11,0.6138295531272888,0.3333333333333333,0,0
2313,11,0.6930736899375916,0.6666666666666666,1,1
3667,11,0.6717981696128845,0.0,1,0
1453,11,0.7180838584899902,0.5,0,0
459,11,0.6099173426628113,0.3333333333333333,1,0
2080,11,0.632923424243927,0.16666666666666666,1,0
1933,11,0.643614649772644,0.16666666666666666,0,0
1284,11,0.6900429129600525,0.3333333333333333,0,0
4644,11,0.5686438679695129,0.16666666666666666,1,0
1056,11,0.5097177028656006,0.3333333333333333,1,0
2575,11,0.621051549911499,0.3333333333333333,1,0
1702,11,0.5918474197387695,0.5,1,0
3071,11,0.6519221067428589,0.3333333333333333,1,0
4806,11,0.6324798464775085,0.5,1,1
3250,11,0.644558310508728,0.3333333333333333,1,0
4026,11,0.5801263451576233,0.16666666666666666,1,0
1180,11,0.6476950645446777,0.16666666666666666,0,0
1078,12,0.7008850574493408,0.2,1,0
3213,12,0.6130034923553467,0.2,1,0
2788,12,0.5988957285881042,0.2,1,0
4571,12,0.588222086429596,0.0,1,0
3329,12,0.5750575065612793,0.0,1,0
536,12,0.4610947370529175,0.2,0,0
760,12,0.5618378520011902,0.2,0,0
2670,12,0.7406866550445557,0.4,0,0
1801,12,0.6470858454704285,0.2,1,0
4414,12,0.6801716089248657,0.2,0,0
2010,12,0.5726126432418823,0.2,1,0
4205,12,0.5958239436149597,0.4,0,0
3691,12,0.6386661529541016,0.2,1,0
2004,12,0.6139765977859497,0.2,0,0
52,12,0.6644951105117798,0.4,0,0
3327,12,0.6011545658111572,0.2,0,0
4293,12,0.6817411184310913,0.2,1,0
3966,12,0.5936252474784851,0.0,1,0
3362,12,0.6574007868766785,0.0,0,0
1050,12,0.5648828744888306,0.2,1,0
3456,12,0.49392858147621155,0.0,1,0
4975,12,0.5241471529006958,0.0,1,0
3448,12,0.6025465726852417,0.2,0,0
3791,12,0.6205046772956848,0.2,1,0
1149,12,0.6053355932235718,0.0,0,0
1456,12,0.5775299072265625,0.0,0,0
1114,12,0.48709285259246826,0.6,0,0
438,12,0.7069799900054932,0.4,1,1
512,12,0.6254466772079468,0.4,1,1
196,12,0.6998330354690552,0.2,1,0
3844,13,0.40558815002441406,0.0,1,0
369,13,0.5242648124694824,0.3333333333333333,1,0
4047,13,0.31883156299591064,0.0,1,0
795,13,0.44863361120224,0.6666666666666666,1,1
4633,13,0.4694494307041168,0.3333333333333333,1,0
4178,13,0.3957221508026123,0.0,1,0
2043,13,0.33757537603378296,0.0,1,0
1313,13,0.4242139458656311,0.0,0,0
1577,13,0.4547954201698303,0.0,1,0
4208,13,0.4168466329574585,0.0,1,0
2103,13,0.5071080327033997,0.0,1,0
2593,13,0.4479232430458069,0.3333333333333333,1,0
4209,13,0.36537498235702515,0.0,1,0
4546,13,0.6170447468757629,0.6666666666666666,0,0
3102,13,0.4809958338737488,0.0,0,0
1995,13,0.39857375621795654,0.0,0,0
2989,13,0.4036320149898529,0.0,0,0
4897,13,0.3973411023616791,0.0,0,0
2319,13,0.5034844875335693,0.3333333333333333,0,0
2552,13,0.4093984365463257,0.3333333333333333,0,0
3313,13,0.4772643446922302,0.3333333333333333,1,0
2687,13,0.3991241157054901,0.0,1,0
2321,13,0.48455244302749634,0.3333333333333333,1,0
1675,13,0.46180427074432373,0.3333333333333333,0,0
2966,13,0.4605865180492401,0.3333333333333333,1,0
2534,13,0.3822055160999298,0.0,1,0
355,13,0.36376017332077026,0.0,1,0
2091,13,0.41497188806533813,0.3333333333333333,1,0
2425,13,0.5506969690322876,0.6666666666666666,1,1
4528,13,0.5095439553260803,0.6666666666666666,1,1
1438,14,0.620520293712616,0.25,1,0
1595,14,0.4317779242992401,0.0,1,0
3475,14,0.4212145209312439,0.0,1,0
2537,14,0.42634132504463196,0.0,1,0
1012,14,0.38784825801849365,0.0,0,0
294,14,0.5661623477935791,0.5,0,0
999,14,0.41529208421707153,0.0,1,0
3008,14,0.4226981997489929,0.0,1,0
4007,14,0.5259576439857483,0.0,1,0
4759,14,0.5884935855865479,0.5,0,0
1258,14,0.5343194007873535,0.5,0,0
3129,14,0.5258183479309082,0.0,0,0
697,14,0.43990135192871094,0.0,0,0
1154,14,0.48378708958625793,0.25,0,0
4398,14,0.6355926394462585,0.25,0,0
186,14,0.43821531534194946,0.0,1,0
3260,14,0.5185707807540894,0.0,0,0
63,14,0.4599795341491699,0.75,0,0
3125,14,0.527634859085083,0.25,0,0
3318,14,0.576086163520813,0.25,0,0
2801,14,0.4234310984611511,0.25,0,0
2635,14,0.46330875158309937,0.0,0,0
2454,14,0.4827573001384735,0.25,1,0
3133,14,0.5995340347290039,0.5,1,1
3060,14,0.46235018968582153,0.0,1,0
1562,14,0.5957049131393433,0.25,0,0
2054,14,0.4341953992843628,0.0,1,0
970,14,0.5191755294799805,0.0,1,0
244,14,0.588020920753479,0.5,0,0
4121,14,0.6130471229553223,0.5,1,1
834,15,0.5088143348693848,0.0,1,0
195,15,0.6245934367179871,0.75,1,1
619,15,0.4334489107131958,0.0,0,0
1865,15,0.5393737554550171,0.5,1,1
572,15,0.49830102920532227,0.25,0,0
277,15,0.4902031421661377,0.25,0,0
3400,15,0.5526827573776245,0.25,0,0
141,15,0.5207557678222656,0.25,1,0
2797,15,0.47960540652275085,0.0,0,0
4536,15,0.7243265509605408,0.25,1,0
4604,15,0.7050969004631042,0.25,0,0
1218,15,0.5739918351173401,0.25,1,0
1137,15,0.43399518728256226,0.0,0,0
4654,15,0.5216638445854187,0.0,1,0
2745,15,0.4884856343269348,0.0,1,0
4392,15,0.6025228500366211,0.25,0,0
196,15,0.5930225253105164,0.25,0,0
574,15,0.5493459701538086,0.5,1,1
2690,15,0.4933333992958069,0.25,0,0
4326,15,0.5372375249862671,0.25,0,0
2358,15,0.7391826510429382,0.0,1,0
4070,15,0.6323693990707397,0.25,1,0
1753,15,0.6264890432357788,0.25,0,0
292,15,0.5127612948417664,0.0,1,0
1950,15,0.4346209764480591,0.0,1,0
3244,15,0.4283252954483032,0.0,1,0
1004,15,0.42085903882980347,0.0,1,0
2353,15,0.5799350142478943,0.0,1,0
1046,15,0.5170986652374268,0.0,1,0
4664,15,0.5278539657592773,0.25,0,0
75,16,0.6338202357292175,0.4,1,0
79,16,0.5158560872077942,0.6,0,0
2031,16,0.5472237467765808,0.4,0,0
525,16,0.5219353437423706,0.0,1,0
3712,16,0.5534105896949768,0.2,0,0
1399,16,0.46526554226875305,0.2,0,0
619,16,0.5477300882339478,0.2,0,0
4813,16,0.4339963495731354,0.4,1,1
501,16,0.4659351110458374,0.2,1,0
811,16,0.47907713055610657,0.4,1,0
2312,16,0.2987583875656128,0.0,0,0
4005,16,0.5815978050231934,0.2,0,0
719,16,0.4965977668762207,0.2,0,0
2863,16,0.43988630175590515,0.2,1,0
2200,16,0.5384669899940491,0.6,1,1
2510,16,0.5140012502670288,0.4,0,0
1786,16,0.6374936103820801,0.0,1,0
2822,16,0.4828534722328186,0.4,1,1
3503,16,0.41252243518829346,0.0,1,0
2917,16,0.4820430278778076,0.4,1,1
100,16,0.4790089726448059,0.2,1,0
756,16,0.37379294633865356,0.0,0,0
2366,16,0.5168949961662292,0.2,0,0
509,16,0.6185656785964966,0.2,1,0
3697,16,0.4736427068710327,0.0,1,0
2481,16,0.5376989841461182,0.2,1,0
2382,16,0.552354097366333,0.4,1,0
3061,16,0.6575330495834351,0.2,0,0
865,16,0.6743776798248291,0.4,1,0
559,16,0.6481528282165527,0.2,0,0
4687,17,0.5996680855751038,0.4,1,1
1020,17,0.4771580994129181,0.4,0,0
4203,17,0.5528185367584229,0.0,1,0
1014,17,0.4170072674751282,0.0,0,0
4067,17,0.5246557593345642,0.2,1,0
3885,17,0.539309561252594,0.2,0,0
25,17,0.5675234794616699,0.4,1,1
2519,17,0.4851091206073761,0.4,1,0
2759,17,0.5446853041648865,0.6,0,0
4435,17,0.5505681037902832,0.2,0,0
1340,17,0.5204153656959534,0.2,0,0
2735,17,0.4014098644256592,0.4,1,1
302,17,0.6337876319885254,0.2,0,0
2611,17,0.359855592250824,0.2,1,0
700,17,0.5031250715255737,0.2,1,0
4280,17,0.6167913675308228,0.2,1,0
4958,17,0.4783417582511902,0.0,1,0
3501,17,0.4188344180583954,0.4,1,1
1657,17,0.46868979930877686,0.0,1,0
854,17,0.46468764543533325,0.2,0,0
1400,17,0.6028808355331421,0.2,1,0
4374,17,0.5878384113311768,0.2,0,0
1192,17,0.5029861330986023,0.0,0,0
2929,17,0.45072731375694275,0.2,1,0
2705,17,0.5923055410385132,0.2,1,0
2069,17,0.6748443841934204,0.2,0,0
434,17,0.3402513265609741,0.2,0,0
4140,17,0.3787585496902466,0.2,1,0
63,17,0.441801518201828,0.6,0,0
1722,17,0.3749838173389435,0.0,1,0
3820,18,0.5149810314178467,0.2,1,0
2564,18,0.5142414569854736,0.2,1,0
4073,18,0.6342480182647705,0.4,0,0
3690,18,0.6227616667747498,0.4,1,1
1772,18,0.647006630897522,0.4,0,0
953,18,0.5795139074325562,0.2,1,0
2671,18,0.6436623930931091,0.0,1,0
3326,18,0.6186932325363159,0.2,0,0
4535,18,0.5886256694793701,0.8,1,1
571,18,0.5827360153198242,0.2,0,0
4790,18,0.6047611236572266,0.2,1,0
4266,18,0.6009775400161743,0.2,0,0
3937,18,0.5542082190513611,0.2,1,0
1452,18,0.6629794836044312,0.0,1,0
2785,18,0.5903687477111816,0.2,0,0
412,18,0.5993684530258179,0.0,1,0
2872,18,0.6436643004417419,0.2,1,0
2316,18,0.7238438129425049,0.4,1,1
4083,18,0.538983941078186,0.0,1,0
4600,18,0.708453893661499,0.4,1,1
578,18,0.5723788738250732,0.2,0,0
790,18,0.6175575256347656,0.2,0,0
3537,18,0.6402957439422607,0.4,0,0
2466,18,0.6310909390449524,0.2,1,0
3805,18,0.6237708926200867,0.0,0,0
3704,18,0.5845725536346436,0.2,0,0
23,18,0.7449756860733032,0.2,0,0
3341,18,0.665984034538269,0.4,0,0
4562,18,0.5479955673217773,0.2,1,0
1385,18,0.575523316860199,0.0,1,0
1680,19,0.6673259735107422,0.16666666666666666,1,0
2507,19,0.49552521109580994,0.16666666666666666,1,0
348,19,0.5246057510375977,0.16666666666666666,0,0
3989,19,0.6077278852462769,0.5,0,0
2510,19,0.5394181609153748,0.16666666666666666,0,0
3812,19,0.5694928169250488,0.16666666666666666,1,0
526,19,0.5913750529289246,0.16666666666666666,0,0
4220,19,0.6440751552581787,0.3333333333333333,0,0
973,19,0.5751893520355225,0.5,1,1
2561,19,0.6717401742935181,0.3333333333333333,1,0
4095,19,0.5296546816825867,0.0,0,0
1438,19,0.6539707183837891,0.16666666666666666,1,0
151,19,0.5133630633354187,0.16666666666666666,0,0
1876,19,0.6050899028778076,0.16666666666666666,1,0
2587,19,0.7313147783279419,0.16666666666666666,1,0
766,19,0.6440383195877075,0.3333333333333333,0,0
4098,19,0.5630954504013062,0.3333333333333333,0,0
4259,19,0.5262594223022461,0.16666666666666666,1,0
2217,19,0.7309607863426208,0.0,0,0
1251,19,0.7152685523033142,0.0,1,0
4338,19,0.6892046928405762,0.6666666666666666,0,0
3288,19,0.7797810435295105,0.3333333333333333,1,0
4070,19,0.6665215492248535,0.3333333333333333,1,0
3441,19,0.6384817957878113,0.16666666666666666,0,0
4670,19,0.5429131388664246,0.0,1,0
1894,19,0.49110350012779236,0.3333333333333333,1,0
4397,19,0.5399860739707947,0.16666666666666666,0,0
4264,19,0.7204325199127197,0.3333333333333333,0,0
3383,19,0.6725100874900818,0.16666666666666666,1,0
451,19,0.6247602701187134,0.16666666666666666,1,0
3701,20,0.7280195951461792,0.5,1,1
2745,20,0.57607501745224,0.25,0,0
24,20,0.5039302110671997,0.0,1,0
1581,20,0.5891549587249756,0.0,0,0
2878,20,0.5203872919082642,0.0,1,0
1429,20,0.7038927674293518,0.5,0,0
2290,20,0.5857713222503662,0.25,0,0
1807,20,0.5718626976013184,0.0,1,0
2417,20,0.5399479866027832,0.0,0,0
1474,20,0.6511261463165283,0.5,0,0
200,20,0.6860998868942261,0.25,1,0
1776,20,0.5778850317001343,0.0,1,0
323,20,0.5839900970458984,0.25,1,0
3141,20,0.5919129848480225,0.5,0,0
439,20,0.7510556578636169,0.25,0,0
1180,20,0.6394611597061157,0.25,0,0
809,20,0.5485574007034302,0.0,0,0
1435,20,0.5532561540603638,0.0,1,0
3205,20,0.7544718980789185,0.25,0,0
2119,20,0.6652653217315674,0.5,1,1
2142,20,0.5577070116996765,0.0,1,0
4958,20,0.5064385533332825,0.0,1,0
3115,20,0.5795903205871582,0.0,0,0
401,20,0.6624704599380493,0.5,1,1
1363,20,0.6086193323135376,0.25,1,0
2726,20,0.5630987882614136,0.0,1,0
561,20,0.6242566704750061,0.0,1,0
1399,20,0.591469407081604,0.0,0,0
2067,20,0.6153301000595093,0.5,0,0
1551,20,0.4607894718647003,0.0,0,0
266,21,0.5813735723495483,0.2,1,0
3920,21,0.35445839166641235,0.0,1,0
6,21,0.3787412643432617,0.0,1,0
1374,21,0.5732910633087158,0.2,0,0
1703,21,0.5025267601013184,0.2,1,0
2807,21,0.2897205948829651,0.0,0,0
824,21,0.5163692831993103,0.2,1,0
4905,21,0.46729207038879395,0.0,1,0
4116,21,0.5396887063980103,0.0,1,0
